MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACION,DESC. OPERACION
SEPTIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000178,15014824                                          ,CHAQUETA DENIM ESENCIAL,IND02               ,MEDIO,T-XL,286,2026-05-25,CORTE                                   
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000180,ST0000389                                         ,FALDA SHORT TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-10,420,2026-05-25,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000180,ST0000389                                         ,FALDA SHORT TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-12,325,2026-05-25,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000180,ST0000389                                         ,FALDA SHORT TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-14,235,2026-05-25,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000180,ST0000389                                         ,FALDA SHORT TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-6,325,2026-05-25,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000180,ST0000389                                         ,FALDA SHORT TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-8,423,2026-05-25,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000181,ST0000367                                         ,T-SHIRT MANGA CORTA ESTAMPADA FREN Y ESP,11-0602             ,MARFIL,T-L,354,2026-06-04,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000181,ST0000367                                         ,T-SHIRT MANGA CORTA ESTAMPADA FREN Y ESP,11-0602             ,MARFIL,T-M,590,2026-06-04,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000181,ST0000367                                         ,T-SHIRT MANGA CORTA ESTAMPADA FREN Y ESP,11-0602             ,MARFIL,T-S,472,2026-06-04,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000181,ST0000367                                         ,T-SHIRT MANGA CORTA ESTAMPADA FREN Y ESP,11-0602             ,MARFIL,T-XL,472,2026-06-04,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000181,ST0000367                                         ,T-SHIRT MANGA CORTA ESTAMPADA FREN Y ESP,11-0602             ,MARFIL,T-XS,118,2026-06-04,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000184,ST0000376                                         ,BLUSA  MANGA CORTA ESCOTE ESPALDA,11-0602             ,MARFIL,T-L,572,2026-05-25,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000184,ST0000376                                         ,BLUSA  MANGA CORTA ESCOTE ESPALDA,11-0602             ,MARFIL,T-M,740,2026-05-25,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000184,ST0000376                                         ,BLUSA  MANGA CORTA ESCOTE ESPALDA,11-0602             ,MARFIL,T-S,597,2026-05-25,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000184,ST0000376                                         ,BLUSA  MANGA CORTA ESCOTE ESPALDA,11-0602             ,MARFIL,T-XL,400,2026-05-25,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000184,ST0000376                                         ,BLUSA  MANGA CORTA ESCOTE ESPALDA,11-0602             ,MARFIL,T-XS,172,2026-05-25,CORTE
SEPTIEMBRE,003 - 1ENE3                                   ,STOP,004 - ESENCIAL MODA                           ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000186,15014824                                          ,CHAQUETA DENIM ESENCIAL,IND03               ,MEDIO OSCURO,T-XL,86,2026-05-27,CORTE                                   
AGOSTO,029 - 3AGO1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000187,ST0000390                                         ,PANTALON TIRO ALTO CAFE,18-1232             ,CAFE OSCURO,T-10,798,2026-05-27,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000187,ST0000390                                         ,PANTALON TIRO ALTO CAFE,18-1232             ,CAFE OSCURO,T-12,468,2026-05-27,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000187,ST0000390                                         ,PANTALON TIRO ALTO CAFE,18-1232             ,CAFE OSCURO,T-14,303,2026-05-27,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000187,ST0000390                                         ,PANTALON TIRO ALTO CAFE,18-1232             ,CAFE OSCURO,T-5,325,2026-05-27,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000187,ST0000390                                         ,PANTALON TIRO ALTO CAFE,18-1232             ,CAFE OSCURO,T-6,468,2026-05-27,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000187,ST0000390                                         ,PANTALON TIRO ALTO CAFE,18-1232             ,CAFE OSCURO,T-8,771,2026-05-27,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000188,ST0000352                                         ,BERMUDA TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-10,401,2026-05-27,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000188,ST0000352                                         ,BERMUDA TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-12,318,2026-05-27,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000188,ST0000352                                         ,BERMUDA TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-14,240,2026-05-27,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000188,ST0000352                                         ,BERMUDA TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-16,162,2026-05-27,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000188,ST0000352                                         ,BERMUDA TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-6,320,2026-05-27,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000188,ST0000352                                         ,BERMUDA TIRO ALTO LAV MEDIO,IND02               ,MEDIO,T-8,401,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000189,ST0000372                                         ,TOP MANGA SISA CON BROCHES  EN FRENTE,19-4004             ,NEGRO,T-L,498,2026-05-26,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000189,ST0000372                                         ,TOP MANGA SISA CON BROCHES  EN FRENTE,19-4004             ,NEGRO,T-M,681,2026-05-26,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000189,ST0000372                                         ,TOP MANGA SISA CON BROCHES  EN FRENTE,19-4004             ,NEGRO,T-S,519,2026-05-26,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000189,ST0000372                                         ,TOP MANGA SISA CON BROCHES  EN FRENTE,19-4004             ,NEGRO,T-XL,324,2026-05-26,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000189,ST0000372                                         ,TOP MANGA SISA CON BROCHES  EN FRENTE,19-4004             ,NEGRO,T-XS,174,2026-05-26,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000190,ST0000621                                         ,JOGGER TIRO ALTO COLOR CAFE OSCURO,19-1419             ,CAFE OSCURO,T-10,561,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000190,ST0000621                                         ,JOGGER TIRO ALTO COLOR CAFE OSCURO,19-1419             ,CAFE OSCURO,T-12,348,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000190,ST0000621                                         ,JOGGER TIRO ALTO COLOR CAFE OSCURO,19-1419             ,CAFE OSCURO,T-14,213,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000190,ST0000621                                         ,JOGGER TIRO ALTO COLOR CAFE OSCURO,19-1419             ,CAFE OSCURO,T-5,213,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000190,ST0000621                                         ,JOGGER TIRO ALTO COLOR CAFE OSCURO,19-1419             ,CAFE OSCURO,T-6,348,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000190,ST0000621                                         ,JOGGER TIRO ALTO COLOR CAFE OSCURO,19-1419             ,CAFE OSCURO,T-8,561,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000192,ST0000813                                         ,BODY MANGA SISA ESTAMPADO,19-1419             ,CAFE OSCURO,T-L,489,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000192,ST0000813                                         ,BODY MANGA SISA ESTAMPADO,19-1419             ,CAFE OSCURO,T-M,652,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000192,ST0000813                                         ,BODY MANGA SISA ESTAMPADO,19-1419             ,CAFE OSCURO,T-S,492,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000192,ST0000813                                         ,BODY MANGA SISA ESTAMPADO,19-1419             ,CAFE OSCURO,T-XL,326,2026-05-27,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000192,ST0000813                                         ,BODY MANGA SISA ESTAMPADO,19-1419             ,CAFE OSCURO,T-XS,166,2026-05-27,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000193,ST0004987                                         ,RETRO ULTRA IDEOLOGIA CENTRAL,IND01               ,CLARO,T-10,802,2026-06-03,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000193,ST0004987                                         ,RETRO ULTRA IDEOLOGIA CENTRAL,IND01               ,CLARO,T-12,594,2026-06-03,CORTE
AGOSTO,029 - 3AGO1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000193,ST0004987                                         ,RETRO ULTRA IDEOLOGIA CENTRAL,IND01               ,CLARO,T-5,152,2026-06-03,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000200,ST0004579                                         ,PANTALÓN T/ALTO CON AMARRE EN FRENTE,11-0602             ,MARFIL,T-10,652,2026-06-03,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000200,ST0004579                                         ,PANTALÓN T/ALTO CON AMARRE EN FRENTE,11-0602             ,MARFIL,T-12,482,2026-06-03,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000200,ST0004579                                         ,PANTALÓN T/ALTO CON AMARRE EN FRENTE,11-0602             ,MARFIL,T-14,313,2026-06-03,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000200,ST0004579                                         ,PANTALÓN T/ALTO CON AMARRE EN FRENTE,11-0602             ,MARFIL,T-6,483,2026-06-03,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000200,ST0004579                                         ,PANTALÓN T/ALTO CON AMARRE EN FRENTE,11-0602             ,MARFIL,T-8,685,2026-06-03,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,11-0602             ,MARFIL,T-L,318,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,11-0602             ,MARFIL,T-M,577,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,11-0602             ,MARFIL,T-S,435,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,11-0602             ,MARFIL,T-XL,424,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,11-0602             ,MARFIL,T-XS,106,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,17-1142             ,LADRILLO,T-L,348,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,17-1142             ,LADRILLO,T-M,591,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,17-1142             ,LADRILLO,T-S,470,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,17-1142             ,LADRILLO,T-XL,464,2026-05-29,CORTE
AGOSTO,030 - 3AGO2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000204,ST0000374                                         ,CAMISETA MANGA CORTA CON FLECOS,17-1142             ,LADRILLO,T-XS,116,2026-05-29,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000206,ST0000329                                         ,RETROJEAN TIRO ALTO BLANCO,11-0601             ,BLANCO,T-10,706,2026-06-01,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000206,ST0000329                                         ,RETROJEAN TIRO ALTO BLANCO,11-0601             ,BLANCO,T-12,401,2026-06-01,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000206,ST0000329                                         ,RETROJEAN TIRO ALTO BLANCO,11-0601             ,BLANCO,T-14,307,2026-06-01,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000206,ST0000329                                         ,RETROJEAN TIRO ALTO BLANCO,11-0601             ,BLANCO,T-5,307,2026-06-01,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000206,ST0000329                                         ,RETROJEAN TIRO ALTO BLANCO,11-0601             ,BLANCO,T-6,395,2026-06-01,CORTE
SEPTIEMBRE,035 - 3SEP3                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000206,ST0000329                                         ,RETROJEAN TIRO ALTO BLANCO,11-0601             ,BLANCO,T-8,681,2026-06-01,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,005 - DENIM                                   ,MOP-00000208,ST0000640                                         ,CAMISA MANGA LARGA LAV OSCURO,IND07               ,NEGRO OSCURO,T-L,462,2026-06-01,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,005 - DENIM                                   ,MOP-00000208,ST0000640                                         ,CAMISA MANGA LARGA LAV OSCURO,IND07               ,NEGRO OSCURO,T-M,620,2026-06-01,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,005 - DENIM                                   ,MOP-00000208,ST0000640                                         ,CAMISA MANGA LARGA LAV OSCURO,IND07               ,NEGRO OSCURO,T-S,464,2026-06-01,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,005 - DENIM                                   ,MOP-00000208,ST0000640                                         ,CAMISA MANGA LARGA LAV OSCURO,IND07               ,NEGRO OSCURO,T-XL,308,2026-06-01,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,005 - DENIM                                   ,MOP-00000208,ST0000640                                         ,CAMISA MANGA LARGA LAV OSCURO,IND07               ,NEGRO OSCURO,T-XS,154,2026-06-01,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000209,ST0000845                                         ,T-SHIRT  MANGA CORTA ESTAMPADA,18-3919             ,AZUL MEDIO,T-L,575,2026-06-04,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000209,ST0000845                                         ,T-SHIRT  MANGA CORTA ESTAMPADA,18-3919             ,AZUL MEDIO,T-M,774,2026-06-04,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000209,ST0000845                                         ,T-SHIRT  MANGA CORTA ESTAMPADA,18-3919             ,AZUL MEDIO,T-S,580,2026-06-04,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000209,ST0000845                                         ,T-SHIRT  MANGA CORTA ESTAMPADA,18-3919             ,AZUL MEDIO,T-XL,382,2026-06-04,CORTE
AGOSTO,031 - 3AGO3                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000209,ST0000845                                         ,T-SHIRT  MANGA CORTA ESTAMPADA,18-3919             ,AZUL MEDIO,T-XS,209,2026-06-04,CORTE
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000214,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,11-0601             ,BLANCO,T-L,384,2026-06-01,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000214,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,11-0601             ,BLANCO,T-M,280,2026-06-01,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000214,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,11-0601             ,BLANCO,T-S,291,2026-06-01,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000214,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,11-0601             ,BLANCO,T-XL,90,2026-06-01,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000215,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,14-4005             ,AZUL MEDIO,T-L,375,2026-05-29,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000215,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,14-4005             ,AZUL MEDIO,T-M,383,2026-05-29,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000215,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,14-4005             ,AZUL MEDIO,T-S,288,2026-05-29,CORTE                                   
MARZO,010 - 1MAR2                                   ,STOP,005 - ESENCIAL                                ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000215,15004956                                          ,CAMISA MANGA 3/4 ESENCIAL,14-4005             ,AZUL MEDIO,T-XL,93,2026-05-29,CORTE                                   
MARZO,041 - 4NOV1                                   ,STOP,004 - ESENCIAL MODA                           ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000216,15005955                                          ,CAMISA MANGA LARGA FONDO ENTERO ESENCIAL,11-0601             ,BLANCO,T-L,91,2026-05-30,CORTE                                   
MARZO,041 - 4NOV1                                   ,STOP,004 - ESENCIAL MODA                           ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000216,15005955                                          ,CAMISA MANGA LARGA FONDO ENTERO ESENCIAL,11-0601             ,BLANCO,T-M,275,2026-05-30,CORTE                                   
MARZO,041 - 4NOV1                                   ,STOP,004 - ESENCIAL MODA                           ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000216,15005955                                          ,CAMISA MANGA LARGA FONDO ENTERO ESENCIAL,11-0601             ,BLANCO,T-S,277,2026-05-30,CORTE                                   
MARZO,041 - 4NOV1                                   ,STOP,004 - ESENCIAL MODA                           ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000216,15005955                                          ,CAMISA MANGA LARGA FONDO ENTERO ESENCIAL,11-0601             ,BLANCO,T-XL,92,2026-05-30,CORTE                                   
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,11-0602             ,MARFIL,T-L,279,2026-06-01,CORTE                                   
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,11-0602             ,MARFIL,T-M,91,2026-06-01,CORTE                                   
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,11-0602             ,MARFIL,T-S,91,2026-06-01,CORTE                                   
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,11-0602             ,MARFIL,T-XL,362,2026-06-01,CORTE                                   
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,19-4004             ,NEGRO,T-L,279,2026-06-01,CORTE                                   
OCTUBRE,038 - 4OCT2                                   ,STOP,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000217,15006949                                          ,CAMISETA MANGA CORTA FONDO ENTERO,19-4004             ,NEGRO,T-M,356,2026-06-01,CORTE                                   
