MARCA,O.P. NÚMERO,REFERENCIA,GRUPO DE ENTREGA,MES,ITEM O.P. RESUMEN,DESC. BODEGA,ESTADO,U.M.,CANT. PLANEADA,CANT. ORDENADA,CANT. COMPLETA,CANT. PENDIENTE,FECHA TERMINACION,AÑO,COLECCIÓN,FECHA CREACION,FECHA APROBACION,EXT. 1,COLOR_NOMBRE,EXT. 2,DETALLE EXT. 2,DESC. DETALLE EXT. 2,CUMPLIMIENTO %,ESTATUS OP
YOYO,MOP-00000098,YY0004394                                         ,26-3JUL2,07-JULIO,YY0004394 - IND07 - 019  DENIM INDIGO T-12,YOYO CEDI,Aprobado,UND ,308,275,0,275,2026-06-24,01-2026,002-BLACK GARDEN,2026-05-14,2026-05-19,1,IND07               ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000098,YY0004394                                         ,26-3JUL2,07-JULIO,YY0004394 - IND07 - 020  DENIM INDIGO T-14,YOYO CEDI,Aprobado,UND ,369,370,0,370,2026-06-24,01-2026,002-BLACK GARDEN,2026-05-14,2026-05-19,1,IND07               ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000098,YY0004394                                         ,26-3JUL2,07-JULIO,YY0004394 - IND07 - 021  DENIM INDIGO T-16,YOYO CEDI,Aprobado,UND ,369,356,0,356,2026-06-24,01-2026,002-BLACK GARDEN,2026-05-14,2026-05-19,1,IND07               ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000098,YY0004394                                         ,26-3JUL2,07-JULIO,YY0004394 - IND07 - 022  DENIM INDIGO T-18,YOYO CEDI,Aprobado,UND ,246,278,0,278,2026-06-24,01-2026,002-BLACK GARDEN,2026-05-14,2026-05-19,1,IND07               ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000098,YY0004394                                         ,26-3JUL2,07-JULIO,YY0004394 - IND07 - 023  DENIM INDIGO T-20,YOYO CEDI,Aprobado,UND ,185,179,0,179,2026-06-24,01-2026,002-BLACK GARDEN,2026-05-14,2026-05-19,1,IND07               ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000098,YY0004394                                         ,26-3JUL2,07-JULIO,YY0004394 - IND07 - 024  DENIM INDIGO T-22,YOYO CEDI,Aprobado,UND ,123,149,0,149,2026-06-24,01-2026,002-BLACK GARDEN,2026-05-14,2026-05-19,1,IND07               ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 11-0602 - 019  CAMISETA T-SHIRT OVE CREMA T-12,YOYO CEDI,Aprobado,UND ,150,151,0,151,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,11-0602             ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 11-0602 - 020  CAMISETA T-SHIRT OVE CREMA T-14,YOYO CEDI,Aprobado,UND ,450,463,0,463,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,11-0602             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 11-0602 - 021  CAMISETA T-SHIRT OVE CREMA T-16,YOYO CEDI,Aprobado,UND ,301,302,0,302,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,11-0602             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 11-0602 - 022  CAMISETA T-SHIRT OVE CREMA T-18,YOYO CEDI,Aprobado,UND ,150,151,0,151,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,11-0602             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 11-0602 - 023  CAMISETA T-SHIRT OVE CREMA T-20,YOYO CEDI,Aprobado,UND ,151,151,0,151,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,11-0602             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 19-4004 - 019  CAMISETA T-SHIRT OVE NEGRO T-12,YOYO CEDI,Aprobado,UND ,100,108,0,108,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,19-4004             ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 19-4004 - 020  CAMISETA T-SHIRT OVE NEGRO T-14,YOYO CEDI,Aprobado,UND ,101,116,0,116,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,19-4004             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 19-4004 - 021  CAMISETA T-SHIRT OVE NEGRO T-16,YOYO CEDI,Aprobado,UND ,100,108,0,108,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,19-4004             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 19-4004 - 022  CAMISETA T-SHIRT OVE NEGRO T-18,YOYO CEDI,Aprobado,UND ,100,108,0,108,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,19-4004             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000099,35052249                                          ,28-3JUL4,07-JULIO,35052249 - 19-4004 - 023  CAMISETA T-SHIRT OVE NEGRO T-20,YOYO CEDI,Aprobado,UND ,100,108,0,108,2026-07-08,01-2026, ,2026-05-14,2026-05-20,1,19-4004             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 11-0602 - 020  CAMISETA  POLO MANGA CREMA T-14,YOYO CEDI,Aprobado,UND ,300,255,0,255,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,11-0602             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 11-0602 - 021  CAMISETA  POLO MANGA CREMA T-16,YOYO CEDI,Aprobado,UND ,300,252,0,252,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,11-0602             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 11-0602 - 022  CAMISETA  POLO MANGA CREMA T-18,YOYO CEDI,Aprobado,UND ,201,164,0,164,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,11-0602             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 11-0602 - 023  CAMISETA  POLO MANGA CREMA T-20,YOYO CEDI,Aprobado,UND ,100,82,0,82,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,11-0602             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 11-0602 - 024  CAMISETA  POLO MANGA CREMA T-22,YOYO CEDI,Aprobado,UND ,100,82,0,82,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,11-0602             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 19-4004 - 020  CAMISETA  POLO MANGA NEGRO T-14,YOYO CEDI,Aprobado,UND ,300,276,0,276,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 19-4004 - 021  CAMISETA  POLO MANGA NEGRO T-16,YOYO CEDI,Aprobado,UND ,300,279,0,279,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 19-4004 - 022  CAMISETA  POLO MANGA NEGRO T-18,YOYO CEDI,Aprobado,UND ,200,184,0,184,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 19-4004 - 023  CAMISETA  POLO MANGA NEGRO T-20,YOYO CEDI,Aprobado,UND ,100,92,0,92,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000100,35054249                                          ,28-3JUL4,07-JULIO,35054249 - 19-4004 - 024  CAMISETA  POLO MANGA NEGRO T-22,YOYO CEDI,Aprobado,UND ,100,92,0,92,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - 19-4004 - 019  CHOMPA ML TP CON CI NEGRO T-12,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,19,T-12     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - 19-4004 - 023  CHOMPA ML TP CON CI NEGRO T-20,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,23,T-20     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - 19-4004 - 021  CHOMPA ML TP CON CI NEGRO T-16,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,21,T-16     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - 19-4004 - 022  CHOMPA ML TP CON CI NEGRO T-18,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,22,T-18     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - 19-4004 - 024  CHOMPA ML TP CON CI NEGRO T-22,YOYO CEDI,En elaboración,UND ,150,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,24,T-22     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - 19-4004 - 020  CHOMPA ML TP CON CI NEGRO T-14,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,19-4004             ,1,20,T-14     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - GRIS JASPE CLARO - 019  CHOMPA ML TP CON CI GRIS T-12,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,GRIS JASPE CLARO    ,1,19,T-12     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - GRIS JASPE CLARO - 020  CHOMPA ML TP CON CI GRIS T-14,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,GRIS JASPE CLARO    ,1,20,T-14     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - GRIS JASPE CLARO - 021  CHOMPA ML TP CON CI GRIS T-16,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,GRIS JASPE CLARO    ,1,21,T-16     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - GRIS JASPE CLARO - 022  CHOMPA ML TP CON CI GRIS T-18,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,GRIS JASPE CLARO    ,1,22,T-18     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - GRIS JASPE CLARO - 023  CHOMPA ML TP CON CI GRIS T-20,YOYO CEDI,En elaboración,UND ,300,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,GRIS JASPE CLARO    ,1,23,T-20     ,0.0,CERRADO
YOYO,MOP-00000101,35016209                                          ,28-3JUL4,07-JULIO,35016209 - GRIS JASPE CLARO - 024  CHOMPA ML TP CON CI GRIS T-22,YOYO CEDI,En elaboración,UND ,150,0,0,0,2026-07-08,01-2026, ,2026-05-14,2026-05-15,1,GRIS JASPE CLARO    ,1,24,T-22     ,0.0,CERRADO
YOYO,MOP-00000105,YY0000303                                         ,29-3AGO1,08-AGOSTO,YY0000303 - 14-0708 - 020  FALDA TIRO MEDIO BEIGE T-14,YOYO CEDI,Aprobado,UND ,475,447,0,447,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-19,1,14-0708             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000105,YY0000303                                         ,29-3AGO1,08-AGOSTO,YY0000303 - 14-0708 - 021  FALDA TIRO MEDIO BEIGE T-16,YOYO CEDI,Aprobado,UND ,475,418,0,418,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-19,1,14-0708             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000105,YY0000303                                         ,29-3AGO1,08-AGOSTO,YY0000303 - 14-0708 - 022  FALDA TIRO MEDIO BEIGE T-18,YOYO CEDI,Aprobado,UND ,356,318,0,318,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-19,1,14-0708             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000105,YY0000303                                         ,29-3AGO1,08-AGOSTO,YY0000303 - 14-0708 - 023  FALDA TIRO MEDIO BEIGE T-20,YOYO CEDI,Aprobado,UND ,356,318,0,318,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-19,1,14-0708             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000105,YY0000303                                         ,29-3AGO1,08-AGOSTO,YY0000303 - 14-0708 - 024  FALDA TIRO MEDIO BEIGE T-22,YOYO CEDI,Aprobado,UND ,238,209,0,209,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-19,1,14-0708             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 11-0602 - 020  BODY MANGA CORTA CON CREMA T-14,YOYO CEDI,Aprobado,UND ,633,706,0,706,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,11-0602             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 11-0602 - 021  BODY MANGA CORTA CON CREMA T-16,YOYO CEDI,Aprobado,UND ,633,707,0,707,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,11-0602             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 11-0602 - 022  BODY MANGA CORTA CON CREMA T-18,YOYO CEDI,Aprobado,UND ,380,401,0,401,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,11-0602             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 11-0602 - 023  BODY MANGA CORTA CON CREMA T-20,YOYO CEDI,Aprobado,UND ,380,401,0,401,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,11-0602             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 11-0602 - 024  BODY MANGA CORTA CON CREMA T-22,YOYO CEDI,Aprobado,UND ,253,272,0,272,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,11-0602             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 18-1222 - 020  BODY MANGA CORTA CON CAFE T-14,YOYO CEDI,Aprobado,UND ,561,615,0,615,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,18-1222             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 18-1222 - 021  BODY MANGA CORTA CON CAFE T-16,YOYO CEDI,Aprobado,UND ,561,614,0,614,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,18-1222             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 18-1222 - 022  BODY MANGA CORTA CON CAFE T-18,YOYO CEDI,Aprobado,UND ,337,362,0,362,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,18-1222             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 18-1222 - 023  BODY MANGA CORTA CON CAFE T-20,YOYO CEDI,Aprobado,UND ,337,362,0,362,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,18-1222             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000106,YY0000315                                         ,29-3AGO1,08-AGOSTO,YY0000315 - 18-1222 - 024  BODY MANGA CORTA CON CAFE T-22,YOYO CEDI,Aprobado,UND ,225,242,0,242,2026-07-22,01-2026,003-LONDRES,2026-05-15,2026-05-20,1,18-1222             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000107,YY0000271                                         ,31-3AGO3,08-AGOSTO,YY0000271 - IND01 - 020  FALDA TIRO ALTO LAV INDIGO T-14,YOYO CEDI,Aprobado,UND ,500,528,0,528,2026-07-08,01-2026,004-NEW YORK,2026-05-15,2026-05-21,1,IND01               ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000107,YY0000271                                         ,31-3AGO3,08-AGOSTO,YY0000271 - IND01 - 021  FALDA TIRO ALTO LAV INDIGO T-16,YOYO CEDI,Aprobado,UND ,500,516,0,516,2026-07-08,01-2026,004-NEW YORK,2026-05-15,2026-05-21,1,IND01               ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000107,YY0000271                                         ,31-3AGO3,08-AGOSTO,YY0000271 - IND01 - 022  FALDA TIRO ALTO LAV INDIGO T-18,YOYO CEDI,Aprobado,UND ,400,416,0,416,2026-07-08,01-2026,004-NEW YORK,2026-05-15,2026-05-21,1,IND01               ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000107,YY0000271                                         ,31-3AGO3,08-AGOSTO,YY0000271 - IND01 - 023  FALDA TIRO ALTO LAV INDIGO T-20,YOYO CEDI,Aprobado,UND ,300,312,0,312,2026-07-08,01-2026,004-NEW YORK,2026-05-15,2026-05-21,1,IND01               ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000107,YY0000271                                         ,31-3AGO3,08-AGOSTO,YY0000271 - IND01 - 024  FALDA TIRO ALTO LAV INDIGO T-22,YOYO CEDI,Aprobado,UND ,200,208,0,208,2026-07-08,01-2026,004-NEW YORK,2026-05-15,2026-05-21,1,IND01               ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000084,YY0000295                                         ,29-3AGO1,08-AGOSTO,YY0000295 - 12-1706 - 019  POLO MANGA CORTA EN ROSADO T-12,YOYO CEDI,Aprobado,UND ,300,246,0,246,2026-06-24,01-2026,003-LONDRES,2026-05-07,2026-05-23,1,12-1706             ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000084,YY0000295                                         ,29-3AGO1,08-AGOSTO,YY0000295 - 12-1706 - 020  POLO MANGA CORTA EN ROSADO T-14,YOYO CEDI,Aprobado,UND ,500,410,0,410,2026-06-24,01-2026,003-LONDRES,2026-05-07,2026-05-23,1,12-1706             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000084,YY0000295                                         ,29-3AGO1,08-AGOSTO,YY0000295 - 12-1706 - 021  POLO MANGA CORTA EN ROSADO T-16,YOYO CEDI,Aprobado,UND ,500,410,0,410,2026-06-24,01-2026,003-LONDRES,2026-05-07,2026-05-23,1,12-1706             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000084,YY0000295                                         ,29-3AGO1,08-AGOSTO,YY0000295 - 12-1706 - 022  POLO MANGA CORTA EN ROSADO T-18,YOYO CEDI,Aprobado,UND ,300,240,0,240,2026-06-24,01-2026,003-LONDRES,2026-05-07,2026-05-23,1,12-1706             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000084,YY0000295                                         ,29-3AGO1,08-AGOSTO,YY0000295 - 12-1706 - 023  POLO MANGA CORTA EN ROSADO T-20,YOYO CEDI,Aprobado,UND ,300,240,0,240,2026-06-24,01-2026,003-LONDRES,2026-05-07,2026-05-23,1,12-1706             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000109,YY0000312                                         ,31-3AGO3,08-AGOSTO,YY0000312 - 19-4024 - 020  TOP MANGA SISA ESENC AZUL T-14,YOYO CEDI,Aprobado,UND ,611,641,0,641,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,19-4024             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000109,YY0000312                                         ,31-3AGO3,08-AGOSTO,YY0000312 - 19-4024 - 021  TOP MANGA SISA ESENC AZUL T-16,YOYO CEDI,Aprobado,UND ,611,621,0,621,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,19-4024             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000109,YY0000312                                         ,31-3AGO3,08-AGOSTO,YY0000312 - 19-4024 - 022  TOP MANGA SISA ESENC AZUL T-18,YOYO CEDI,Aprobado,UND ,367,378,0,378,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,19-4024             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000109,YY0000312                                         ,31-3AGO3,08-AGOSTO,YY0000312 - 19-4024 - 023  TOP MANGA SISA ESENC AZUL T-20,YOYO CEDI,Aprobado,UND ,367,369,0,369,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,19-4024             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000109,YY0000312                                         ,31-3AGO3,08-AGOSTO,YY0000312 - 19-4024 - 024  TOP MANGA SISA ESENC AZUL T-22,YOYO CEDI,Aprobado,UND ,244,126,0,126,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,19-4024             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000110,YY0000313                                         ,31-3AGO3,08-AGOSTO,YY0000313 - 11-0602 - 020  CAMISETA MANGA LARGA CREMA T-14,YOYO CEDI,En elaboración,UND ,583,0,0,0,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,11-0602             ,1,20,T-14     ,0.0,CERRADO
YOYO,MOP-00000110,YY0000313                                         ,31-3AGO3,08-AGOSTO,YY0000313 - 11-0602 - 021  CAMISETA MANGA LARGA CREMA T-16,YOYO CEDI,En elaboración,UND ,583,0,0,0,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,11-0602             ,1,21,T-16     ,0.0,CERRADO
YOYO,MOP-00000110,YY0000313                                         ,31-3AGO3,08-AGOSTO,YY0000313 - 11-0602 - 022  CAMISETA MANGA LARGA CREMA T-18,YOYO CEDI,En elaboración,UND ,350,0,0,0,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,11-0602             ,1,22,T-18     ,0.0,CERRADO
YOYO,MOP-00000110,YY0000313                                         ,31-3AGO3,08-AGOSTO,YY0000313 - 11-0602 - 023  CAMISETA MANGA LARGA CREMA T-20,YOYO CEDI,En elaboración,UND ,350,0,0,0,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,11-0602             ,1,23,T-20     ,0.0,CERRADO
YOYO,MOP-00000110,YY0000313                                         ,31-3AGO3,08-AGOSTO,YY0000313 - 11-0602 - 024  CAMISETA MANGA LARGA CREMA T-22,YOYO CEDI,En elaboración,UND ,233,0,0,0,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-22,1,11-0602             ,1,24,T-22     ,0.0,CERRADO
YOYO,MOP-00000111,YY0000490                                         ,31-3AGO3,08-AGOSTO,YY0000490 - 11-0602 - 020  BODY MANGA SISA COST CREMA T-14,YOYO CEDI,Aprobado,UND ,556,519,0,519,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-21,1,11-0602             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000111,YY0000490                                         ,31-3AGO3,08-AGOSTO,YY0000490 - 11-0602 - 021  BODY MANGA SISA COST CREMA T-16,YOYO CEDI,Aprobado,UND ,556,511,0,511,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-21,1,11-0602             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000111,YY0000490                                         ,31-3AGO3,08-AGOSTO,YY0000490 - 11-0602 - 022  BODY MANGA SISA COST CREMA T-18,YOYO CEDI,Aprobado,UND ,333,308,0,308,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-21,1,11-0602             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000111,YY0000490                                         ,31-3AGO3,08-AGOSTO,YY0000490 - 11-0602 - 023  BODY MANGA SISA COST CREMA T-20,YOYO CEDI,Aprobado,UND ,333,308,0,308,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-21,1,11-0602             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000111,YY0000490                                         ,31-3AGO3,08-AGOSTO,YY0000490 - 11-0602 - 024  BODY MANGA SISA COST CREMA T-22,YOYO CEDI,Aprobado,UND ,222,205,0,205,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-21,1,11-0602             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000112,YY0000654                                         ,31-3AGO3,08-AGOSTO,YY0000654 - 19-4004 - 020  BODY MANGA CORTA CON NEGRO T-14,YOYO CEDI,Aprobado,UND ,639,556,0,556,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-25,1,19-4004             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000112,YY0000654                                         ,31-3AGO3,08-AGOSTO,YY0000654 - 19-4004 - 021  BODY MANGA CORTA CON NEGRO T-16,YOYO CEDI,Aprobado,UND ,639,553,0,553,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-25,1,19-4004             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000112,YY0000654                                         ,31-3AGO3,08-AGOSTO,YY0000654 - 19-4004 - 022  BODY MANGA CORTA CON NEGRO T-18,YOYO CEDI,Aprobado,UND ,383,332,0,332,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-25,1,19-4004             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000112,YY0000654                                         ,31-3AGO3,08-AGOSTO,YY0000654 - 19-4004 - 023  BODY MANGA CORTA CON NEGRO T-20,YOYO CEDI,Aprobado,UND ,383,330,0,330,2026-07-08,01-2026,004-NEW YORK,2026-05-20,2026-05-25,1,19-4004             ,1,23,T-20     ,0.0,INCOMPLETO
