MES,MES ADELANTO,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,TIPO DE MATERIAL,REFERENCIA,DESC. ITEM,TIPO DE ABASTECIMIENTO
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18011916,JOGGER T/ALTO COLOR ELASTICO EN CINTUR,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18012816,JOGGER T/ALTO COLOR CON ELASTICO EN BOT,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18013917,PANTALON TIRO ALTO AJUSTADO CON CINTURO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18014807,FALDA SHORT CORTA FONDO ENTERO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18015807,FALDA SHORT CORTA A RAYAS,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18015917,PANTALON TIRO ALTO SENSUAL AMPLIO CON C,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18017807,FALDA SHORT CORTA CON ABERTURA EN FRENT,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18017819,VESTIDO MC CON ANUDADO EN ESCOTE ESTAMP,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18021890,PANTALON T/ALTO COLOR CON BOLSILLOS,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18022890,PANTALON CARGO T/ALTO COLOR CON BOLSILL,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18023990,PANTALON CARGO T/DESCADERADO COLOR,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18024890,PANTALON CARGO T/ALTO COLOR BOLSILLOS I,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18025890,PANTALON CARGO T/ALTO COLOR DETALLE EN,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18026990,PANTALON CARGO T/ALTO COLOR,
003 - MARZO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18027890,PANTALON CARGO T/ALTO COLOR CON BOLSILL,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18037923,VESTIDO TIRAS CON ESCOTE EN V,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18038923,VESTIDO TIRAS LARGO ESTAMPADO,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18040923,VESTIDO TIRAS LARGO FULLPRINT,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18042923,VESTIDO TIRAS CON BLOQUES Y BOLEROS,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18043923,VESTIDO TIRAS CORTO EN OJALILLO,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18044923,VESTIDO TIRAS CON ESCOTE V EN FRENTE Y,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18045923,VESTIDO TIRAS CON LACE UP EN ESPALDA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18046917,LAZO T/ALTO ROMANTICA LAV OSCURO Y MEDI,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18046923,VESTIDO TIRAS LARGO FULLPRINT,
003 - MARZO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18048823,VESTIDO TIRAS LARGO RECOGIDO EN BUSTO F,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18049923,VESTIDO TIRAS LARGO FULL PRINT CON CORD,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18050923,VESTIDO TIRAS COSTO A RAYAS,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18052923,VESTIDO TIRAS LARGO A RAYAS TELA CON EF,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18053923,VESTIDO TIRAS LARGO ESTAMPADO FULL PRIN,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18054823,VESTIDO TIRAS LARGO FULLPRINT CON ABERT,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18055923,VESTIDO TIRAS LARGO ESTAMPADO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18056923,VESTIDO PREMIUM TIRAS CORTE EN CINTURA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18064917,PANTALON T/ALTO A RAYAS CON DETALLE EN,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18076917,PANTALON T/ALTO  ARENA CON PINZAS TOBIL,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18079817,PANTALON T/ALTO NEGRO CON DOBLE PRETINA,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,18080917,PANTALON TIRO ALTO A RAYAS CON PINZA EN,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18081817,PANTALÓN T/ALTO EN TELA EFECTO GAMUZADA,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18083817,PANTALON TIRO ALTO FULL PRINT,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18084917,PANTALON T/ALTO ARENA CON AMARRE Y BOLS,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18085917,PANTALÓN PREMIUM T/ALTO NEGRO  BOTONES,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18086917,PANTALON T/ALTO EN TELA EFECTO SEMILLA,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18087917,PANTALON T/ALTO DOBLE PRETINA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18088817,PANTALÓN T/ALTO NEGRO CON PRETINA EN CU,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18089817,PANTALON T/ALTO ESTAMPADO BOTA AMPLIA,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18090817,PANTALON T/ALTO FONDO ENTERO,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18091817,PANTALÓN T/ALTO ESTAMPADO EFECTO LINO,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18092917,PANTALON T/ALTO CON ELÁSTICO,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18093817,PANTALÓN T/ALTO NEGRO BOTA ANCHA CON BO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18094817,PANTALON T/ALTO FULL PRINT,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18095817,PANTALON CARGO T/MEDIO COLOR LIVIANO,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18096817,PANTALÓN  T/ALTO NEGRO CON BOLSILLOS CA,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18097917,PANTALON T/ALTO COLOR  CON SESGOS EN CI,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18098817,PANTALÓN T/ALTO CON CINTURÓN Y HEBILLA,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18099817,PANTALÓN T/ALTO CON BOLSILLOS Y ELÁSTIC,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18100917,PANTALÓN T/ALTO CON RECOGIDOS EN PRETIN,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18101817,PANTALÓN T/ALTO CON PRETINA EN CONTRAST,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18102917,PANTALON T/ALTO CON AMARRE LATERAL,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18103917,PANTALON T/ALTO CON PRETINA TRASLADADA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18104817,PANTALON T/ALTO COLOR CON AMARRE EN CIN,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18105917,PANTALON T/ALTO ESTAMPADO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18106817,PANTALÓN T/ALTO NEGRO CON CHARRETERA EN,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18107917,PANTALON T/ALTO CON SESGOS EN CINTURA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18108917,PANTALÓN T/ALTO CON HERRAJE EN CINTURÓN,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18109817,PANTALON T/ALTO DOBLE PRETINA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18110917,PANTALON T/ALTO COLOR A RAYAS,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18111817,PANTALON T/MEDIO COLOR  TELA EFECTO TEJ,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18112917,PANTALON T/ALTO COLOR PRENSES EN DELANT,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18113917,PANTALON T/ALTO CON BOTON EXPUESTO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18114817,PANTALÓN T/ALTO CON ELÁSTICO Y CORTES E,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18114910,ENTERIZO MS ROMANTICO EN CONTRASTE,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18115917,PANTALÓN T/ALTO CON BOTONES EN BOLSILLO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18116817,PANTALÓN T/ALTO CON ELÁSTICO EN CINTURA,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18117817,PANTALÓN T/ALTO ESTAMPADO,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18118817,PANTALON T/ALTO COLOR EN SUBLIMADA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18130810,ENTERIZO M3/4 URBANA LAV MEDIO BOLSILLO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18187804,BERMUDA T/ALTO NEGRO CON PINZAS,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18188804,SHORT T/ALTO COLOR EN LINO DETALLE EN P,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18189804,SHORT T/ALTO EN TELA CON EFECTO,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18227901,FALDA LARGA TIPO PAREO ESTAMPADA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18228901,FALDA CORTA CON DOBLE BOLERO Y LETIN,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18229801,FALDA LARGA CON JARETA EN COSTADO FORRA,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18230801,FALDA LARGA ANIMAL PRINT CON ABERTURA E,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18231801,FALDA CORTA COLOR CON CIERRE EN FRENTE,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18232801,FALDA LARGA FULLPRINT CON ABERTURA,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18233901,FALDA TIRO ALTO FULLPRINT LARGA,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18234801,FALDA CORTA COLOR CON CIERRE EN FRENTE,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18235801,FALDA CORTA A CUADROS CON TABLAS,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18236801,FALDA T/ALTO  CORTA CON TABLAS,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18237801,FALDA PREMIUM LARGA SILUETA AJUSTADA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18238801,FALDA LARGA  AJUSTADA EN BLONDA,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,18239801,FALDA LARGA T/ALTO SILUETA AJUSTADA,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,18344902,VESTIDO LARGO CON UN HOMBRO DESCUBIERTO,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,19019851,PASHMINA ESTAMPADA CON PASADOR,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,50011813,PANTALON VAQUERO OUTLET URBANO,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,50595801,PANTALON OUTLET,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,50596801,PANTALON OUTLET,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,50597801,PANTALON OUTLET,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,51010815,CAMISETA ML CUELLO TORTUGA EN MALLA OUT,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,51011815,CAMISETA ML CON FILETE EXPUESTO EN MALL,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,51011924,BODY MS FONDO ENTERO OUTLET,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,51027813,CAMISETA PREMIUM MS ABERTURA EN HOMBRO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,51028813,CAMISETA MS FONDO ENTERO CROP OUTLET,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,51029813,CAMISETA MS CROP OUTLET,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,51029814,CAMISETA MANGA URBANA CORTA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,009 - CONSCIENTE,001 - TEJIDO PUNTO                            ,51034813,CAMISETA MS TRENDY ESTAMPADA EN RIB,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,52006804,BLUSA MANGA CORTA URBANA OUTLET,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,52010903,BLUSA MS CON BOLERO OUTLET,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,52011903,BLUSA MS FONDO ENTERO OUTLET,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,52015804,BLUSA M/C CON PERILLA  URBANA OUTLET,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,52016804,BLUSA MC CON RECOGIDO OUTLET,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,54022804,BUSO ML  TIPO CROP OUTLET,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,54023904,BUZO ML ESTAMPADO OUTLET,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,001 - TEJIDO PUNTO                            ,58004917,PANTALON TIRO ALTO A RAYAS OUTLET,
003 - MARZO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10001860,ENTERIZO CORTO MARFIL CON CIERRE EN FRE,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10001872,RETROJEAN DESCADERADO LAV OSCURO,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10001873,VAQUERO DESCADERADO T/BAJO LAV MEDIO LA,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10002972,RETROJEAN T/DESCADERADO LAV MEDIO BROCH,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10003872,RETROJEAN T/DESADERADO COLOR CON BOLSIL,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,B10006853,FALDA T/ALTO ARENA LARGA CON BOLSILLOS,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10008953,FALDA T/ALTO LARGA ARENA CON CORTES EN,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10010849,TEJANO T/ALTO LAVADO MEDIO LARGO ESPECI,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10012949,TEJANO LEVANTACOLA T/ALTO COLOR BOTA AM,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10014924,JOGGER T/ALTO LAV MEDIO CON BOLSILLOS E,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10016918,LEVANTACOLA T/ALTO COLOR CON BOLSILLOS,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10016942,BAGGY T/ALTO COLOR CON ELASTICO EN CINT,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10016946,OVERALL CORTO T/ALTO LAV MEDIO OSCURO,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10016947,FALDA SHORT T/ALTO CON DELANTERO IRREGU,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10017824,JOGGER T/ALTO COLOR BOLSILLOS EN COSTAD,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10017947,FALDA SHORT T/ALTO COLOR CON TAPA EN FR,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,002 - TEJIDO PLANO                            ,B10018824,JOGGER T/ALTO LAV CLARO DETALLE EN BOTA,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10018942,BAGGY PREMIUM T/ALTO LAV OSCURO CON PIN,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10019847,FALDA SHORT CORTA LAV MEDIO CORTES EN D,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10020949,TEJANO T/ALTO OSCURO EN COURDUROY,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10021947,FALDA SHORT T/ALTO LAVADO MEDIO DENIM,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10021949,TEJANO T/ALTO LAV CLARO CON DOBLE BOTON,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10023949,TEJANO T/ALTO COLOR CON DOBLE PRETINA,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10025849,TEJANO LEVANTACOLA T/ALTO LAV MEDIO CON,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10026818,LEVANTACOLA T/ALTO LAV MEDIO  DETALLE E,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10026849,TEJANO T/ALTO LAV MEDIO CON DOBLE BOTÓN,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10027918,LEVANTACOLA T/ALTO LAV MEDIO OSCURO BOT,
007 - JULIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10028949,TEJANO T/ALTO LAV MEDIO CON ROTOS BOTA,
005 - MAYO                                    , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10029918,LEVANTACOLA T/ALTO LAV MEDIO CON DETALL,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10030949,TEJANO T/ALTO LAV MEDIO CON BOLSILLOS D,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10031918,LEVANTACOLA T/ALTO LAV MEDIO DETALLE EN,
006 - JUNIO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10031948,CULOTT T/ALTO LAV OSCURO BOTA AMPLIA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10033848,CULOTT T/ALTO COLOR CORTE FRENTE,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10033849,TEJANO LEVANTACOLA T/ALTO NEGRO BOTONES,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10035948,CULOTT T/ALTO LAV MEDIO CON CORREA,
011 - NOVIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10035949,TEJANO T/MEDIO LAV OSCURO PASADORES CRU,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10036948,CULOTT T/ALTO LAV OSCURO DETALLE EN DEL,
002 - FEBRERO                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10037948,CULOTT T/ALTO LAV OSCURO BOTA ANCHA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10037949,TEJANO LEVANTACOLA T/BAJO LAV MEDIO BOT,
004 - ABRIL                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10038844,OVERALL LARGO LAV OSCURO BOTA AMPLIA,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10038849,TEJANO LEVANTACOLA T/ALTO LAV OSCURO BO,
008 - AGOSTO                                  , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10038918,LEVANTACOLA PREMIUM  T/ALTO NEGRO  BOLS,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10039818,LEVANTACOLA T/ALTO LAV MEDIO BOTA RECTA,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10040849,TEJANO T/ALTO COLOR CON DOBLE PRETINA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10040918,LEVANTACOLA T/ALTO LAV MEDIO OSCURO CON,
009 - SEPTIEMBRE                              , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10041818,LEVANTACOLA T/ALTO LAV MEDIO CON BOTA D,
012 - DICIEMBRE                               , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10041949,TEJANO T/ALTO LAV OSCURO BOTA AMPLIA,
010 - OCTUBRE                                 , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10042818,LEVANTACOLA T/ALTO LAV MEDIO DETALLE EN,
001 - ENERO                                   , ,,001 - STOP                                    ,008 - MODA                                    ,005 - DENIM                                   ,B10042949,TEJANO LEVANTACOLA T/ALTO NEGRO BOTA D,
